銘柄コード,銘柄名称,銘柄略称
2093,上場Ｔｒａｃｅｒｓ　米国債０－２年ラダー（為替ヘッジなし）,上場Ｔｒ米債０２ラダ
2094,東証ＲＥＩＴインバースＥＴＦ,ＲＥＩＴインバース
2095,グローバルＸ　Ｓ＆Ｐ５００配当貴族　ＥＴＦ（為替ヘッジあり）,ＧＸＵＳ配当貴族ヘ
2096,グローバルＸ　オフィス・Ｊ－ＲＥＩＴ　ＥＴＦ,ＧＸオフィスＪリート
2097,グローバルＸ　レジデンシャル・Ｊ－ＲＥＩＴ　ＥＴＦ,ＧＸ住宅Ｊリート
2098,グローバルＸ　ホテル＆リテール・Ｊ－ＲＥＩＴ　ＥＴＦ,ＧＸホテリテＪリート
2108,日本甜菜製糖,甜菜糖
2109,ＤＭ三井製糖,ＤＭ三井製糖
2112,塩水港精糖,塩水糖
2114,フジ日本,フジ日本
2117,ウェルネオシュガー,ウェルネオシュガー
2120,ＬＩＦＵＬＬ,ＬＩＦＵＬＬ
2121,ＭＩＸＩ,ＭＩＸＩ
2122,インタースペース,Ｉスペース
2124,ジェイエイシーリクルートメント,ＪＡＣ
2127,日本Ｍ＆Ａセンターホールディングス,日本Ｍ＆Ａ
2130,メンバーズ,メンバーズ
2134,北浜キャピタルパートナーズ,キタハマキャピタル
2136,ヒップ,ヒップ
2138,クルーズ,クルーズ
2139,中広,中広
2146,ＵＴグループ,ＵＴグループ
2148,アイティメディア,ＩＴＭ
2150,ケアネット,ケアネット
2152,幼児活動研究会,幼児活動研究会
2153,Ｅ・Ｊホールディングス,イージェイＨＤ
2154,オープンアップグループ,オープンアップＧ
2156,セーラー広告,セーラー広告
2157,コシダカホールディングス,コシダカＨＤ
2158,ＦＲＯＮＴＥＯ,Ｇ－ＦＲＯＮＴＥＯ
2160,ジーエヌアイグループ,Ｇ－ＧＮＩ
2162,ｎｍｓ　ホールディングス,ｎｍｓ　ＨＤ
2163,アルトナー,アルトナー
2164,地域新聞社,地域新聞社
2168,パソナグループ,パソナグループ
2169,ＣＤＳ,ＣＤＳ
2170,リンクアンドモチベーション,ＬＩＮＫ＆Ｍ
2173,博展,Ｇ－博展
2175,エス・エム・エス,ＳＭＳ
2179,成学社,成学社
2180,サニーサイドアップグループ,サニーサイドアップ
2181,パーソルホールディングス,パーソルＨＤ
2183,リニカル,リニカル
2185,シイエム・シイ,シイエム・シイ
2186,ソーバル,ソーバル
2193,クックパッド,ＣＯＯＫＰＡＤ
2195,アミタホールディングス,Ｇ－アミタＨＤ
2196,エスクリ,エスクリ
2198,アイ・ケイ・ケイホールディングス,アイ・ケイ・ケイＨＤ
2201,森永製菓,森永菓
2204,中村屋,中村屋
2206,江崎グリコ,グリコ
2207,ｍｅｉｔｏ,ｍｅｉｔｏ
2208,ブルボン,ブルボン
2209,井村屋グループ,井村屋Ｇ
2211,不二家,不二家
2212,山崎製パン,山崎パン
2215,第一屋製パン,第一パン
2216,カンロ,カンロ
2217,モロゾフ,モロゾフ
2220,亀田製菓,亀田菓
2221,岩塚製菓,岩塚製菓
2222,寿スピリッツ,寿スピリッツ
2224,コモ,コモ
2226,湖池屋,湖池屋
2229,カルビー,カルビー
2235,上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし,上場ダウヘッジなし
2236,グローバルＸ　Ｓ＆Ｐ５００配当貴族ＥＴＦ,ＧＸＵＳ配当貴族
2237,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,ｉＦＳＰ５００ダブル
2238,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,ｉＦＳＰ５００ベア
2239,上場インデックスファンドＳ＆Ｐ５００先物レバレッジ２倍,上場Ｓ＆Ｐレバ２倍
2240,上場インデックスファンドＳ＆Ｐ５００先物インバース,上場Ｓ＆Ｐインバース
2241,ＭＡＸＩＳ　ＮＹダウ上場投信,ＭＸＳダウ
2242,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,ＭＸＳダウヘ有
2243,グローバルＸ　半導体　ＥＴＦ,ＧＸ半導体
2244,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,ＧＸＵＳテック２０
2245,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,独債７－１０ヘッジ有
2246,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・フランス国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,仏債７－１０ヘッジ有
2247,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,ｉＦＳＰ５００Ｈ無
2248,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,ｉＦＳＰ５００Ｈ有
2249,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００ダブルインバース,ｉＦＳＰ５００Ｗベア
2250,ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,ｉＳＭＳＣＩ日株気候
2251,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,ＪＧＢダブルインバ
2252,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　米国中小型　Ｍｏａｔ　ＥＴＦ,ＧＸＵＳ中小モート
2253,グローバルＸ　スーパーディビィデンド－ＵＳ　ＥＴＦ,ＧＸＵＳスーパーＤ
2254,グローバルＸ　チャイナＥＶ＆バッテリー　ＥＴＦ,ＧＸ中国ＥＶバッテリ
2255,ｉシェアーズ　米国債２０年超　ＥＴＦ,ｉＳ米国債二十
2256,ｉシェアーズ　米国総合債券　ＥＴＦ,ｉＳ米国総合債券
2257,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ,ｉＳ＄ＩＧ社債
2258,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ,ｉＳ＄ＨＹ社債
2259,ｉシェアーズ　フランス国債７－１０年　ＥＴＦ（為替ヘッジあり）,ｉＳフランス国債ヘジ
2264,森永乳業,森永乳
2266,六甲バター,六甲バター
2267,ヤクルト本社,ヤクルト
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,サーティワン
2269,明治ホールディングス,明治ＨＤ
2270,雪印メグミルク,雪印メグ
2281,プリマハム,プリマハム
2282,日本ハム,日ハム
2286,林兼産業,林兼産
2288,丸大食品,丸大食
2291,福留ハム,福留ハム
2292,Ｓ　Ｆｏｏｄｓ,Ｓ　ＦＯＯＤＳ
2293,滝沢ハム,滝沢ハム
2294,柿安本店,柿安本店
2296,伊藤ハム米久ホールディングス,伊藤ハム米久ＨＤ
2300,きょくとう,きょくと
2301,学情,学情
2303,ドーン,ドーン
2304,ＣＳＳホールディングス,ＣＳＳＨＤ
2305,スタジオアリス,スタジオアリス
2307,クロスキャット,クロスキャット
2311,エプコ,エプコ
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,ＣＡＩＣＡ　Ｄ
2317,システナ,システナ
2321,ソフトフロントホールディングス,Ｇ－ソフトフロントＨ
2323,ｆｏｎｆｕｎ,ｆｏｎｆｕｎ
2325,ＮＪＳ,ＮＪＳ
2326,デジタルアーツ,デジアーツ
2327,日鉄ソリューションズ,ＮＳＳＯＬ
2329,東北新社,東北新社
2330,フォーサイド,フォーサイド
2331,ＡＬＳＯＫ,ＡＬＳＯＫ
2332,クエスト,クエスト
2334,イオレ,Ｇ－イオレ
2335,キューブシステム,キューブシステム
2337,いちご,いちご
2338,クオンタムソリューションズ,クオンタムＳ
2340,極楽湯ホールディングス,極楽湯ＨＤ
2341,アルバイトタイムス,アルバイトタイ
2342,トランスジェニックグループ,トランスジェニックＧ
2344,平安レイサービス,平安レイ
2345,ＨＯＤＬ１,ＨＯＤＬ１
2349,エヌアイデイ,エヌアイデイ
2351,ＡＳＪ,ＡＳＪ
2353,日本駐車場開発,日駐
2354,ＹＥ　ＤＩＧＩＴＡＬ,ＹＥ　ＤＩＧＩＴＡＬ
2359,コア,コア
2370,メディネット,Ｇ－ＭＤＮＴ
2371,カカクコム,カカクコム
2373,ケア２１,ケア２１
2374,セントケア・ホールディング,セントケアＨＤ
2375,ギグワークス,ギグワークス
2376,サイネックス,サイネックス
2378,ルネサンス,ルネサンス
2379,ディップ,ディップ
2384,ＳＢＳホールディングス,ＳＢＳＨＤ
2385,総医研ホールディングス,Ｇ－総医研
2388,ウェッジホールディングス,Ｇ－ウェッジＨＤ
2389,デジタルホールディングス,デジタルＨＤ
2391,プラネット,プラネット
2393,日本ケアサプライ,日本ケア
2395,新日本科学,新日科学
2404,鉄人化ホールディングス,鉄人化ＨＤ
2408,ＫＧ情報,ＫＧ情報
2410,キャリアデザインセンター,キャリアＤＣ
2411,ゲンダイエージェンシー,ゲンダイＡＧ
2413,エムスリー,エムスリー
2415,ヒューマンホールディングス,ヒューマンＨＤ
2418,ツカダ・グローバルホールディング,ツカダグローバルＨＤ
2424,ブラス,ブラス
2425,ケアサービス,ケアサービス
2428,ウェルネット,ウェルネット
2429,ワールドホールディングス,ワールドＨＤ
2432,ディー・エヌ・エー,ディーエヌエー
2433,博報堂ＤＹホールディングス,博報堂ＤＹ
2435,シダー,シダー
2436,共同ピーアール,共同ＰＲ
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,シンワワイズ
2438,アスカネット,Ｇ－アスカネット
2440,ぐるなび,ぐるなび
2445,タカミヤ,タカミヤ
2449,プラップジャパン,プラップＪ
2452,コンピュータマインド,Ｐ－ＣＭＩＮＤ
2454,オールアバウト,オールアバウト
2459,アウンコンサルティング,アウン
2461,ファンコミュニケーションズ,ファンコミ
2462,ライク,ライク
2464,Ａｏｂａ‐ＢＢＴ,Ａｏｂａ‐ＢＢＴ
2469,ヒビノ,ヒビノ
2471,エスプール,エスプール
2475,ＷＤＢホールディングス,ＷＤＢ
2477,手間いらず,手間いらず
2479,ジェイテック,ジェイテック
2480,システム・ロケーション,シスロケ
2481,タウンニュース社,タウンニュース
2483,翻訳センター,翻訳センター
2484,出前館,出前館
2485,ティア,ティア
2488,ＪＴＰ,ＪＴＰ
2489,アドウェイズ,ＡＤＷＡＹＳ
2491,バリューコマース,Ｖコマース
2492,インフォマート,インフォマート
2493,イーサポートリンク,イーサポート
2497,ユナイテッド,Ｇ－ＵＮＩＴＥＤ
2498,オリエンタルコンサルタンツホールディングス,オリコンＨＤ
2499,日本和装ホールディングス,日本和装
2501,サッポロビール,サッポロビール
2502,アサヒグループホールディングス,アサヒ
2503,キリンホールディングス,キリンＨＤ
2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,ＮＦ国内債券
2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,ＮＦ外債ヘッジ無
2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,ＮＦ外債ヘッジ有
2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,ＮＦ外株ヘッジ無
2514,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,ＮＦ外株ヘッジ有
2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,ＮＦ外ＲＥＩＴヘ無
2516,東証グロース２５０ＥＴＦ,東証グロース２５０
2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,ＭＸＳＪリートコア
2518,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,ＮＦ日本株女性活躍
2519,ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,ＮＦ新興国債券ヘ無
2520,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,ＮＦ新興国株式ヘ無
2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,上場米国ヘッジあり
2522,ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,ｉＳロボット
2523,ＭＡＸＩＳトピックス（除く金融）上場投信,ＭＸＳトピ除く金融
2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,ＮＺＡＭ　ＴＰＸ
2525,ＮＺＡＭ　上場投信　日経２２５,ＮＺＡＭ　２２５
2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,ＮＺＡＭ　４００
2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,ＮＺＡＭＪリートコア
2528,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ指数,ｉＦＪリートコア
2529,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,ＮＦ株主還元７０
2530,ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信,ＭＸＳ中国Ａ株１８０
2531,宝ホールディングス,宝ＨＬＤ
2533,オエノンホールディングス,オエノンＨＤ
2540,養命酒製造,養命酒
2552,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,上場ＪリートＭ
2553,Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００,Ｏｎｅ・ＣＳＩ５００
2554,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信,ＮＦ米社債ヘ有
2555,東証ＲＥＩＴ　ＥＴＦ,東証ＲＥＩＴ－ＥＴＦ
2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,Ｏｎｅ・Ｊリート
2557,ＳＭＤＡＭ　トピックス上場投信,ＳＭＤＡＭトピックス
2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,ＭＸＳ米株ＳＰ５００
2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,ＭＸＳ全世界株式
2560,ＭＡＸＩＳカーボン・エフィシェント日本株上場投信,ＭＸＳカーボン日本株
2561,ｉシェアーズ・コア　日本国債　ＥＴＦ,ｉＳ日本国債
2562,上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,上場ダウヘッジあり
2563,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,ｉＳＳＰ５百米株ヘジ
2564,グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ,ＧＸスーパーディビ
2565,グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ,ＧＸロジＪリート
2566,上場インデックスファンド日経ＥＳＧリート,上場ＥＳＧリート
2567,ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数,ＮＺＡＭ　カーボン
2568,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし,上場ＮＳＱ１００ヘ無
2569,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり,上場ＮＳＱ１００ヘ有
2573,北海道コカ・コーラボトリング,北海コカ
2579,コカ・コーラ　ボトラーズジャパンホールディングス,コカ・コーラＢＪＨ
2585,ライフドリンク　カンパニー,ライフドリンクＣ
2586,フルッタフルッタ,Ｇ－フルッタフルッタ
2587,サントリービバレッジ＆フード,サントリーＢＦ
2588,プレミアムウォーターホールディングス,プレミアムウォーター
2590,ダイドーグループホールディングス,ＤｙＤｏ
2593,伊藤園,伊藤園
2594,キーコーヒー,キーコーヒー
2597,ユニカフェ,ユニカフェ
2602,日清オイリオグループ,日清オイリオ
2607,不二製油,不二製油
2612,かどや製油,かどや製油
2613,Ｊ－オイルミルズ,Ｊオイル
2620,ｉシェアーズ　米国債１－３年　ＥＴＦ,ｉＳ米国債一三
2621,ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,ｉＳ米国債二十へジ
2622,ｉシェアーズ　米ドル建て新興国債券　ＥＴＦ（為替ヘッジあり）,ｉＳ新興国債券へジ
2623,ｉシェアーズ　ユーロ建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ｉＳユロＩＧ社債ヘジ
2624,ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,ｉＦ２２５年４
2625,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,ｉＦＴＰＸ年４
2626,グローバルＸ　デジタル・イノベーション－日本株式　ＥＴＦ,ＧＸデジタル日株
